"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"251","mlfudge",18829123,"mlfudge",TRUE,"http://www.marcialfudge.com","Sat Jan 10 06:56:46 +0000 2009","Rep. Marica L. Fudge",4130,"Ohio","The Campaign of U.S. Representative of Ohio11th Congressional District","Eastern Time (US & Canada)",384,"en",1782,161,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"252","mmflint",20479813,"MMFlint",TRUE,"http://www.michaelmoore.com/","Tue Feb 10 00:06:58 +0000 2009","Michael Moore",1212139,"Michigan","Filmmaker ('Fahrenheit 9/11'), author ('Stupid White Men'), citizen ('United States of America'). ","Eastern Time (US & Canada)",24155,"en",182,5475,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"253","motherjones",18510860,"MotherJones",FALSE,"http://motherjones.com","Wed Dec 31 17:21:13 +0000 2008","Mother Jones",176888,"","smart, fearless journalism","Pacific Time (US & Canada)",9829,"en",955,55779,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"254","msnbc",2836421,"msnbc",TRUE,"http://tv.msnbc.com","Thu Mar 29 13:15:41 +0000 2007","msnbc",318292,"","The destination for in-depth analysis of daily headlines, insightful political commentary & informed perspectives. 
#msnbcpics http://on.msnbc.com/RpcrlD","Pacific Time (US & Canada)",8995,"en",256,27949,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"255","nadeamelshamidc",192355349,"NadeamElshamiDC",FALSE,NA,"Sat Sep 18 22:30:33 +0000 2010","Nadeam elshami",1139,"","Communications Director/Senior Advisor -- House Dem Leader Pelosi","Quito",42,"en",647,977,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"256","nancypelosi",15764644,"NancyPelosi",TRUE,"http://www.democraticleader.gov/","Thu Aug 07 15:35:02 +0000 2008","Nancy Pelosi",250871,"San Francisco & DC","Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.","Pacific Time (US & Canada)",6563,"en",227,1102,-0.533,15448,"P000197","House","D","CA","F",-1.37234125365295
"257","natresourcesgop",234457049,"NatResourcesGOP",FALSE,"http://republicans.naturalresources.house.gov/","Wed Jan 05 18:15:16 +0000 2011","NatResourcesGOP",8,"Washington, DC","Follow @NatResources for the latest from the House Natural Resources Committee.","Eastern Time (US & Canada)",0,"en",1,1,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"258","neilabercrombie",10326832,"neilabercrombie",TRUE,"http://hawaii.gov/gov","Sat Nov 17 07:39:24 +0000 2007","Neil Abercrombie",11355,"Honolulu, Hawaii","Governor of the State of Hawaii ","Hawaii",765,"en",6328,3711,-0.462,15245,"A000014","House","D",NA,NA,NA
"259","newtgingrich",20713061,"newtgingrich",TRUE,"http://Newt.org","Thu Feb 12 20:18:08 +0000 2009","Newt Gingrich",1488824,"","Husband, father, grandfather, citizen, small businessman, author, former Speaker of the House.","Eastern Time (US & Canada)",13150,"en",440,3984,NA,NA,NA,"Others","R",NA,NA,NA
"260","nikiinthehouse",242892689,"nikiinthehouse",TRUE,"http://facebook.com/reptsongas","Tue Jan 25 20:57:25 +0000 2011","Niki Tsongas",3135,"","Proudly representing the families of the Massachusetts 5th District","Eastern Time (US & Canada)",204,"en",620,902,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"261","nitalowey",221792092,"NitaLowey",TRUE,NA,"Wed Dec 01 16:36:35 +0000 2010","Nita Lowey",3539,"","I am honored and proud to represent New York's 18th Congressional District.","Central Time (US & Canada)",250,"en",166,336,-0.418,15612,"L000480","House","D","NY","F",-1.09842554721901
"262","nrcc",5496932,"NRCC",TRUE,"http://www.nrcc.org","Wed Apr 25 13:15:21 +0000 2007","NRCC",40877,"Washington, D.C.","The NRCC is a political committee devoted to increasing the Republican conference in the U.S. House of Representatives.","Eastern Time (US & Canada)",1155,"en",545,4518,NA,NA,NA,"Others","R",NA,NA,NA
"263","nrdems",247486443,"NRDems",TRUE,"http://democrats.naturalresources.house.gov","Fri Feb 04 22:17:54 +0000 2011","Nat Resources Dems",1627,"","Natural Resources Committee Democrats, U.S. House of Representatives. 

http://www.facebook.com/NRDems","Eastern Time (US & Canada)",91,"en",355,873,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"264","nrsc",5693842,"NRSC",TRUE,"http://www.nrsc.org","Tue May 01 20:26:36 +0000 2007","NRSC",46181,"Washington, D.C.","National Republican Senatorial Committee, the official Party group working to elect Republicans to the U.S. Senate providing information about Senate elections.","Eastern Time (US & Canada)",1261,"en",6686,6549,NA,NA,NA,"Others","R",NA,NA,NA
"265","ntsongas",124540457,"ntsongas",FALSE,"http://www.nikitsongas.com","Fri Mar 19 18:52:52 +0000 2010","Niki Tsongas",2033,"Lowell, MA","I am running to represent the 3rd District of Massachusetts #MA03. In 2007, I was elected to represent the 5th District. I was reelected in 2008 and 2010.","Eastern Time (US & Canada)",155,"en",511,589,-0.472,20754,"T000465","House","D","MA","F",-1.08472232764076
"266","nydiavelazquez",164369297,"NydiaVelazquez",TRUE,"http://velazquez.house.gov/index.shtml","Thu Jul 08 18:18:20 +0000 2010","Rep. Nydia Velazquez",1669,"NYC and DC","Represents New York's 12th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.",NA,116,"en",106,49,-0.588,29378,"V000081","House","D","NY","F",-1.5440740949556
"267","nytimes",807095,"nytimes",TRUE,"http://www.nytimes.com/","Fri Mar 02 20:41:42 +0000 2007","The New York Times",6403384,"New York, NY","Where the Conversation Begins. Follow for breaking news, NYTimes.com home page articles, special features and RTs of our journalists. ","Eastern Time (US & Canada)",111234,"en",697,92706,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"268","obama2012",15667802,"Obama2012",TRUE,"http://www.barackobama.com","Wed Jul 30 23:22:24 +0000 2008","Obama 2012",233654,"Chicago, IL","This account is the official #Obama2012 destination for news, views, and answers to your questions.
 
","Central Time (US & Canada)",1931,"en",60,4273,NA,NA,NA,"Others","D",NA,NA,NA
"269","occupywallst",335369838,"OccupyWallSt",FALSE,"https://occupywallst.org","Thu Jul 14 15:44:37 +0000 2011","Occupy Wall Street",169822,"United Streets of America","News & information about  #OccupyWallStreet. We are only one Twitter voice of the movement. Official twitter of http://occupywallst.org #OWS","Eastern Time (US & Canada)",4941,"en",2187,15901,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"270","olsonpressshop",20053279,"OlsonPressShop",TRUE,"http://olson.house.gov","Wed Feb 04 13:40:57 +0000 2009","RepPeteOlson",2816,"Washington, DC / Houston, TX","The Latest in News from US Congressman Pete Olson and Capitol Hill","Central Time (US & Canada)",228,"en",1309,1943,0.534,20948,"O000168","House","R","TX","M",0.844558516469139
"271","orrinhatch",18170310,"OrrinHatch",TRUE,"http://www.OrrinHatch.com/","Tue Dec 16 19:36:45 +0000 2008","Orrin Hatch",34347,"Utah","U.S. Senator from Utah","Mountain Time (US & Canada)",2214,"en",18985,2819,0.39,14503,"H000338","Senate","R","UT","M",1.16523565255654
"272","oversightdems",31122582,"OversightDems",TRUE,"http://democrats.oversight.house.gov","Tue Apr 14 13:37:22 +0000 2009","House OversightDems",6743,"Washington, DC","Ranking Member Elijah Cummings -- 
House Committee on Oversight and Government Reform --  
RT and follows do not equal endorsements
","Eastern Time (US & Canada)",485,"en",3408,1892,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"273","oversightmaj",73230841,"OversightMaj",FALSE,"http://www.oversight.house.gov","Thu Sep 10 21:52:21 +0000 2009","Oversight Committee",145,"Washington, DC","","Eastern Time (US & Canada)",16,"en",0,10,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"274","patbell",7126672,"patbell",FALSE,"http://patbell.com","Thu Jun 28 06:46:12 +0000 2007","Patrick Bell",2675,"Washington, D.C.","Capitol Hill staffer (@GOPLabs). Former @WAGOP flack, & consumer advocate (@AGOWA). Alumnus: @Fulbright_AUT @SeattleU #PLU. ","Pacific Time (US & Canada)",110,"en",2435,8644,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"275","patmeehanpa",103868633,"PatMeehanPA",FALSE,"http://www.meehanforcongress.com","Mon Jan 11 14:30:53 +0000 2010","Pat Meehan",1579,"Drexel Hill, PA","Proudly Representing PA's 7th Congressional District in Washington. Former U.S. Attorney - Eastern PA & former D.A. of Delaware County. Father and Husband.","Eastern Time (US & Canada)",163,"en",433,348,0.189,21168,"M001181","House","R","PA","M",0.35274728262702
"276","patrickmchenry",27676828,"PatrickMcHenry",TRUE,"http://mchenry.house.gov/","Mon Mar 30 16:42:39 +0000 2009","Patrick McHenry",8837,"Cherryville, NC","I represent the citizens of North Carolina’s 10th District in the United States Congress.","Eastern Time (US & Canada)",724,"en",3048,1290,0.606,20522,"M001156","House","R","NC","M",1.33263791975477
"277","pattymurray",293131808,"PattyMurray",TRUE,"http://murray.senate.gov/","Wed May 04 20:23:35 +0000 2011","Senator Patty Murray",7579,"WA & DC","Official Twitter account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed “-PM” by Senator Murray. | RT≠endorsement ","Eastern Time (US & Canada)",482,"en",1344,1198,-0.375,49308,"M001111","Senate","D","WA","F",-1.33658914445446
"278","paulhodes",15183303,"PaulHodes",FALSE,"http://www.paulhodesforsenate.com","Fri Jun 20 19:22:26 +0000 2008","Paul Hodes",1697,"New Hampshire","Congressman for New Hampshire's 2nd Congressional District, Running for U.S. Senate","Eastern Time (US & Canada)",224,"en",667,485,-0.292,20732,"H001043","House","D",NA,NA,NA
"279","paulkanjorski",155724750,"PaulKanjorski",TRUE,"http://kanjorski.house.gov","Mon Jun 14 23:01:54 +0000 2010","Paul Kanjorski",691,"Washington, DC","U.S. Congressman from PA and Chairman of the House Financial Services Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises.","Eastern Time (US & Canada)",64,"en",9,11,-0.318,15104,"K000008","House","D",NA,NA,NA
"280","paultonko",84119348,"paultonko",TRUE,"http://tonko.house.gov/","Wed Oct 21 17:24:57 +0000 2009","Paul Tonko",4107,"","Promoting jobs, innovation and middle class for NY-21 in Congress. RT or follows are not endorsements. ","Eastern Time (US & Canada)",298,"en",1220,576,-0.478,20934,"T000469","House","D","NY","M",-1.38109135590783
"282","peepgov",76658220,"PeepGov",FALSE,"http://peepgov.com","Wed Sep 23 14:35:06 +0000 2009","PeepGov",340,"U.S.A.","The simple way to track the government that represents you. Real Time updates on what the world is saying about US Congress members.","Central Time (US & Canada)",19,"en",510,1371,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"283","petehoekstra",15661604,"petehoekstra",TRUE,NA,"Wed Jul 30 15:37:37 +0000 2008","Pete Hoekstra",12568,"Holland, MI","","Eastern Time (US & Canada)",840,"en",871,1128,0.511,29361,"H000676","House","R",NA,NA,NA
"284","peteolson",12726012,"PeteOlson",TRUE,"http://www.olsonforcongress.com","Sat Jan 26 18:38:31 +0000 2008","Pete Olson",6576,"Sugar Land, TX","U.S. Rep for TX-22 ","Central Time (US & Canada)",503,"en",3194,276,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"285","peterroskam",20015903,"PeterRoskam",TRUE,"http://www.facebook.com/RepRoskam","Wed Feb 04 00:11:56 +0000 2009","Peter Roskam",9468,"Wheaton, IL","I represent Illinois’ 6th Congressional District in the US House. I'm a Member of the Ways & Means Committee+ the Chief Deputy Whip in the Republican Majority. ","Eastern Time (US & Canada)",807,"en",4080,2373,0.454,20715,"R000580","House","R","IL","M",0.810846600972277
"286","petesessions",24735461,"PeteSessions",TRUE,"http://sessions.house.gov","Mon Mar 16 17:54:52 +0000 2009","Pete Sessions",8064,"","I proudly represent the 32nd Congressional District of Texas.  ","Eastern Time (US & Canada)",628,"en",422,1618,0.6,29759,"S000250","House","R","TX","M",1.46904722012245
"287","petestark",18220558,"petestark",TRUE,"http://www.stark.house.gov","Thu Dec 18 18:06:33 +0000 2008","petestark",1048,"Fremont, CA and Washington, DC","","Quito",131,"en",70,191,-0.674,14053,"S000810","House","D","CA","M",-1.34926681050415
"288","politicatweetin",36791063,"politicatweetin",FALSE,"http://www.whoPoliticiansTweet.com","Thu Apr 30 22:20:16 +0000 2009","whoPoliticiansTweet",89,"Atlanta, GA","See who politicians tweet.  Are they tweeting you?","Quito",0,"en",206,4983,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"289","randy_forbes",15160884,"Randy_Forbes",TRUE,"http://www.forbes.house.gov","Wed Jun 18 18:32:37 +0000 2008","Randy Forbes",8517,"Chesapeake, Virginia","Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.)
","Eastern Time (US & Canada)",743,"en",5010,1881,0.407,20143,"F000445","House","R","VA","M",0.671077204900244
"290","randyhultgren",78387677,"RandyHultgren",FALSE,"http://www.hultgrenforcongress.com","Tue Sep 29 19:00:28 +0000 2009","Randy Hultgren",1590,"Saint Charles, Illinois","Fighting for lower taxes and responsible spending. Randy Hultgren for Congress in Illinois' 14th Congressional District.","Mountain Time (US & Canada)",165,"en",434,387,0.47,21129,"H001059","House","R","IL","M",0.804663076083263
"291","randyneugebauer",34340464,"RandyNeugebauer",TRUE,"http://www.randy.house.gov","Wed Apr 22 17:46:22 +0000 2009","Randy Neugebauer",6023,"","I represent the 19th District of Texas, which stretches across 27 counties and includes the cities of Abilene, Big Spring, and Lubbock.","Eastern Time (US & Canada)",603,"en",2371,2401,0.622,20353,"N000182","House","R","TX","M",1.25168930174109
"292","raul_labrador",246341769,"Raul_Labrador",TRUE,"http://labrador.house.gov/","Wed Feb 02 16:26:52 +0000 2011","Raúl R. Labrador",3732,"Idaho-01","Member of United States Congress representing Idaho's First Congressional District.","Central Time (US & Canada)",245,"en",1792,397,0.675,21125,"L000573","House","R","ID","M",1.02011200822322
"293","rep_adam_smith",58928690,"Rep_Adam_Smith",TRUE,"http://adamsmith.house.gov","Tue Jul 21 21:31:55 +0000 2009","Rep. Adam Smith",4095,"Washington's 9th District","Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats ","Quito",465,"en",505,504,-0.286,29768,"S000510","House","D","WA","M",-0.679529880028763
"294","rep_albio_sires",18696134,"Rep_Albio_Sires",TRUE,"http://www.sires.house.gov/","Tue Jan 06 21:22:37 +0000 2009","Albio Sires",4235,"Washington, DC","U.S. Representative for New Jersey's 13th Congressional District","Eastern Time (US & Canada)",461,"en",140,623,-0.434,20542,"S001165","House","D","NJ","M",-0.955953008793832
"295","rep_bonomack",263798152,"Rep_BonoMack",TRUE,"http://www.bonomack.house.gov","Thu Mar 10 19:20:48 +0000 2011","Mary Bono Mack",4151,"Palm Springs, CA","Chairman of the House Subcommittee on Commerce, Manufacturing and Trade. Mom, wife, daughter of a WWII Veteran.  Representing CA's 45th Congressional District.","Eastern Time (US & Canada)",225,"en",1817,1054,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"296","rep_janicehahn",339852137,"Rep_JaniceHahn",TRUE,"http://hahn.house.gov","Thu Jul 21 19:22:22 +0000 2011","Janice Hahn",1763,"San Pedro, CA","Proudly representing California's 36th District in Congress","Pacific Time (US & Canada)",122,"en",695,361,NA,NA,"H001063","House","D","CA","F",-1.44619413657371
"297","rep_p_griffith",113473917,"Rep_P_Griffith",FALSE,"http://griffith.house.gov/","Thu Feb 11 21:53:17 +0000 2010","Rep. Parker Griffith",481,"Huntsville, Alabama","The official twitter page for Alabama Congressman Parker Griffith representing AL-05.","Central Time (US & Canada)",82,"en",24,103,0.408,90901,"G000557","House","R",NA,NA,NA
"298","rep_southerland",237781383,"Rep_Southerland",TRUE,"http://southerland.house.gov","Thu Jan 13 16:28:13 +0000 2011","Steve Southerland",3701,"U.S. Congress","I am privileged to represent Florida's 2nd Congressional District in our fight to shrink government, cut spending, and restore accountability in Congress.","Central Time (US & Canada)",286,"en",507,377,0.637,21114,"S001186","House","R","FL","M",1.16724858227504
"299","rep_stevewomack",234469322,"rep_stevewomack",TRUE,"http://www.womack.house.gov","Wed Jan 05 18:53:03 +0000 2011","Rep. Steve Womack",3462,"Arkansas's 3rd District","Proud to serve the folks of Arkansas's 3rd District. Follow me on Facebook: http://www.facebook.com/RepSteveWomack","Central Time (US & Canada)",257,"en",540,1055,0.385,21108,"W000809","House","R","AR","M",0.70506369468072
"300","repaaronschock",23951197,"repaaronschock",TRUE,"http://schock.house.gov/","Thu Mar 12 14:04:15 +0000 2009","Aaron Schock",12618,"Peoria, IL","I represent IL - 18 in Congress","Quito",865,"en",284,1348,0.341,20914,"S001179","House","R","IL","M",0.566106231946221
"301","repadamschiff",29501253,"RepAdamSchiff",TRUE,"http://schiff.house.gov/","Tue Apr 07 17:54:35 +0000 2009","Adam Schiff",3733,"Pasadena, CA","Representing CA's 29th District - Member of the House Intelligence Committee & House Appropriations Committee
","Pacific Time (US & Canada)",338,"en",471,504,-0.369,20104,"S001150","House","D","CA","M",-0.964341023421648
"302","repadriansmith",296245061,"RepAdrianSmith",TRUE,"http://adriansmith.house.gov","Tue May 10 12:52:01 +0000 2011","Rep. Adrian Smith",916,"Gering, NE / Washington, DC","Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives","Eastern Time (US & Canada)",64,"en",98,276,0.516,20729,"S001172","House","R","NE","M",0.924383562297161
"303","repalannunnelee",240376522,"RepAlanNunnelee",TRUE,"http://nunnelee.house.gov","Wed Jan 19 19:50:26 +0000 2011","Alan Nunnelee",2924,"","Proudly Serving Mississippi's 1st District ","Eastern Time (US & Canada)",211,"en",184,579,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"304","repalgreen",156333623,"RepAlGreen",TRUE,"http://algreen.house.gov","Wed Jun 16 17:20:23 +0000 2010","Congressman Al Green",2639,"Houston, TX","Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.",NA,224,"en",17,99,-0.336,39304,"G000553","House","D","TX","M",-0.662321043623978
